00A YYYY.dec             Lat            Lon        Depth     cumD(cm)                 EVID                       CSID                   Mag        D(cm)
2004.4847131147542      36.03628     -120.62095    0.343      4.54465             21373030    SJBPK1024_freq8-24Hz_maxdist3_coh9500   1.10      4.54465
2004.4847131147542      36.03628     -120.62095    0.343      9.08929             21478458    SJBPK1024_freq8-24Hz_maxdist3_coh9500   1.10      4.54465
2006.1156594685440      36.03628     -120.62095    0.343     13.66070             21505901    SJBPK1024_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.4601423990589      36.59385     -121.19478    5.961      4.87641             21371218    SJBPK1025_freq8-24Hz_maxdist3_coh9500   1.22      4.87641
2004.4602324301761      36.59385     -121.19478    5.961      9.34170             21371222    SJBPK1025_freq8-24Hz_maxdist3_coh9500   1.07      4.46529
2007.2077585299342      36.59385     -121.19478    5.961     13.94003             40194693    SJBPK1025_freq8-24Hz_maxdist3_coh9500   1.12      4.59833
2004.4425905370877      36.76485     -121.40650    8.952      4.36164             21370116    SJBPK1026_freq8-24Hz_maxdist3_coh9500   1.03      4.36164
2004.4429800394657      36.76485     -121.40650    8.952      9.23805             21370130    SJBPK1026_freq8-24Hz_maxdist3_coh9500   1.22      4.87641
1993.8554679096906      36.66534     -121.29026    2.547      5.32537             30034406    SJBPK1027_freq8-24Hz_maxdist3_coh9500   1.37      5.32537
2004.4406466934831      36.66534     -121.29026    2.547     10.00542             21369998    SJBPK1027_freq8-24Hz_maxdist3_coh9500   1.15      4.68004
2004.4386205348108      35.93516     -120.48371    4.949      4.62541             21369836    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.4386205348108      35.93516     -120.48371    4.949      9.03857             21400869    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.05      4.41316
2004.7463855684578      35.93516     -120.48371    4.949     13.60998             21401071    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.11      4.57141
2004.7554275450314      35.93516     -120.48371    4.949     18.23539             21403510    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.7680213393037      35.93516     -120.48371    4.949     22.86079             21405044    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.8462014584597      35.93516     -120.48371    4.949     27.48620             21417374    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.8679066421271      35.93516     -120.48371    4.949     32.30568             21419445    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.20      4.81948
2004.8980424951933      35.93516     -120.48371    4.949     36.93108             21422393    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.9348822353775      35.93516     -120.48371    4.949     41.55649             21425795    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
2004.9718289566890      35.93516     -120.48371    4.949     46.18190             21429022    SJBPK1028_freq8-24Hz_maxdist3_coh9500   1.13      4.62541
